"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Sleep","","21-Sep-2020 11:09","21-Sep-2020 13:38",""
"Feeding","Left Breast","21-Sep-2020 10:28","21-Sep-2020 10:40",""
"Feeding","Right Breast","21-Sep-2020 09:25","21-Sep-2020 09:30",""
"Sleep","","21-Sep-2020 08:31","21-Sep-2020 09:24",""
"Sleep","","21-Sep-2020 08:10","21-Sep-2020 08:31",""
"Feeding","Left Breast","21-Sep-2020 07:50","21-Sep-2020 07:58",""
"Sleep","","21-Sep-2020 05:51","21-Sep-2020 07:04",""
"Feeding","Right Breast","21-Sep-2020 05:39","21-Sep-2020 05:46",""
"Sleep","","21-Sep-2020 04:44","21-Sep-2020 05:39",""
"Feeding","Right Breast","21-Sep-2020 03:37","21-Sep-2020 03:40",""
"Sleep","","21-Sep-2020 02:04","21-Sep-2020 03:16",""
"Feeding","Left Breast","21-Sep-2020 01:54","21-Sep-2020 02:04",""
"Sleep","","20-Sep-2020 22:55","21-Sep-2020 01:53",""
"Feeding","Right Breast","20-Sep-2020 22:42","20-Sep-2020 22:51",""
"Sleep","","20-Sep-2020 21:47","20-Sep-2020 22:42",""
"Feeding","Left Breast","20-Sep-2020 21:03","20-Sep-2020 21:13",""
"Sleep","","20-Sep-2020 19:50","20-Sep-2020 20:52",""
"Feeding","Right Breast","20-Sep-2020 18:57","20-Sep-2020 19:10",""
"Feeding","Left Breast","20-Sep-2020 18:08","20-Sep-2020 18:16",""
"Sleep","","20-Sep-2020 17:30","20-Sep-2020 17:39",""
"Feeding","Right Breast","20-Sep-2020 16:08","20-Sep-2020 16:25",""
"Feeding","Left Breast","20-Sep-2020 15:23","20-Sep-2020 15:30",""
"Sleep","","20-Sep-2020 13:20","20-Sep-2020 15:25",""
"Feeding","Right Breast","20-Sep-2020 12:52","20-Sep-2020 12:58",""
"Feeding","Left Breast","20-Sep-2020 12:20","20-Sep-2020 12:27",""
"Feeding","Right Breast","20-Sep-2020 11:12","20-Sep-2020 11:17",""
"Sleep","","20-Sep-2020 09:40","20-Sep-2020 11:13",""
"Feeding","Left Breast","20-Sep-2020 09:35","20-Sep-2020 09:41",""
"Sleep","","20-Sep-2020 08:00","20-Sep-2020 09:35",""
"Feeding","Right Breast","20-Sep-2020 07:30","20-Sep-2020 07:35",""
"Feeding","Left Breast","20-Sep-2020 06:47","20-Sep-2020 06:53",""
"Sleep","","20-Sep-2020 06:00","20-Sep-2020 06:47",""
"Feeding","Right Breast","20-Sep-2020 05:20","20-Sep-2020 05:24",""
"Sleep","","20-Sep-2020 03:20","20-Sep-2020 05:19",""
"Feeding","Left Breast","20-Sep-2020 03:12","20-Sep-2020 03:18",""
"Sleep","","20-Sep-2020 01:05","20-Sep-2020 03:11",""
"Feeding","Right Breast","20-Sep-2020 00:52","20-Sep-2020 01:02",""
"Sleep","","19-Sep-2020 22:53","20-Sep-2020 00:52",""
"Feeding","Left Breast","19-Sep-2020 21:48","19-Sep-2020 21:56",""
"Sleep","","19-Sep-2020 20:50","19-Sep-2020 21:26",""
"Feeding","Right Breast","19-Sep-2020 20:39","19-Sep-2020 20:48",""
"Sleep","","19-Sep-2020 19:09","19-Sep-2020 20:37",""
"Feeding","Left Breast","19-Sep-2020 18:44","19-Sep-2020 18:58",""
"Sleep","","19-Sep-2020 17:50","19-Sep-2020 18:43",""
"Feeding","Right Breast","19-Sep-2020 16:53","19-Sep-2020 17:05",""
"Feeding","Left Breast","19-Sep-2020 15:57","19-Sep-2020 16:03",""
"Sleep","","19-Sep-2020 13:26","19-Sep-2020 15:57",""
"Sleep","","19-Sep-2020 13:15","19-Sep-2020 13:26",""
"Feeding","Right Breast","19-Sep-2020 13:03","19-Sep-2020 13:15",""
"Feeding","Left Breast","19-Sep-2020 11:37","19-Sep-2020 11:44",""
"Sleep","","19-Sep-2020 10:27","19-Sep-2020 11:37",""
"Feeding","Right Breast","19-Sep-2020 10:06","19-Sep-2020 10:19",""
"Feeding","Left Breast","19-Sep-2020 08:33","19-Sep-2020 08:40",""
"Sleep","","19-Sep-2020 06:55","19-Sep-2020 08:17",""
"Feeding","Right Breast","19-Sep-2020 06:47","19-Sep-2020 06:53",""
"Sleep","","19-Sep-2020 04:50","19-Sep-2020 06:47",""
"Feeding","Left Breast","19-Sep-2020 04:43","19-Sep-2020 04:48",""
"Sleep","","19-Sep-2020 02:13","19-Sep-2020 04:42",""
"Feeding","Right Breast","19-Sep-2020 01:58","19-Sep-2020 02:03",""
"Sleep","","18-Sep-2020 22:56","19-Sep-2020 01:58",""
"Feeding","Left Breast","18-Sep-2020 22:38","18-Sep-2020 22:42",""
"Feeding","Right Breast","18-Sep-2020 21:27","18-Sep-2020 21:40",""
"Sleep","","18-Sep-2020 21:06","18-Sep-2020 21:26",""
"Sleep","","18-Sep-2020 20:40","18-Sep-2020 21:01",""
"Feeding","Left Breast","18-Sep-2020 20:27","18-Sep-2020 20:33",""
"Feeding","Right Breast","18-Sep-2020 19:36","18-Sep-2020 19:42",""
"Sleep","","18-Sep-2020 18:07","18-Sep-2020 18:42",""
"Feeding","Left Breast","18-Sep-2020 17:55","18-Sep-2020 18:00",""
"Feeding","Right Breast","18-Sep-2020 16:18","18-Sep-2020 16:31",""
"Sleep","","18-Sep-2020 14:14","18-Sep-2020 16:00",""
"Feeding","Left Breast","18-Sep-2020 14:09","18-Sep-2020 14:15",""
"Sleep","","18-Sep-2020 13:40","18-Sep-2020 14:09",""
"Feeding","Right Breast","18-Sep-2020 12:29","18-Sep-2020 12:42",""
"Feeding","Left Breast","18-Sep-2020 10:53","18-Sep-2020 10:59",""
"Sleep","","18-Sep-2020 09:55","18-Sep-2020 10:37",""
"Feeding","Right Breast","18-Sep-2020 09:19","18-Sep-2020 09:25",""
"Feeding","Left Breast","18-Sep-2020 07:46","18-Sep-2020 07:55",""
"Sleep","","18-Sep-2020 05:46","18-Sep-2020 07:46",""
"Feeding","Right Breast","18-Sep-2020 05:26","18-Sep-2020 05:35",""
"Sleep","","18-Sep-2020 02:57","18-Sep-2020 05:00",""
"Feeding","Left Breast","18-Sep-2020 02:44","18-Sep-2020 02:53",""
"Sleep","","17-Sep-2020 22:20","18-Sep-2020 02:43",""
"Feeding","Right Breast","17-Sep-2020 21:33","17-Sep-2020 21:42",""
"Sleep","","17-Sep-2020 20:40","17-Sep-2020 21:19",""
"Feeding","Left Breast","17-Sep-2020 20:08","17-Sep-2020 20:13",""
"Feeding","Right Breast","17-Sep-2020 19:06","17-Sep-2020 19:10",""
"Feeding","Left Breast","17-Sep-2020 17:42","17-Sep-2020 17:48",""
"Sleep","","17-Sep-2020 15:51","17-Sep-2020 17:41",""
"Sleep","","17-Sep-2020 15:30","17-Sep-2020 15:51",""
"Feeding","Right Breast","17-Sep-2020 15:20","17-Sep-2020 15:27",""
"Feeding","Left Breast","17-Sep-2020 13:54","17-Sep-2020 14:02",""
"Feeding","Right Breast","17-Sep-2020 13:06","17-Sep-2020 13:12",""
"Sleep","","17-Sep-2020 12:13","17-Sep-2020 12:56",""
"Feeding","Left Breast","17-Sep-2020 11:09","17-Sep-2020 11:18",""
"Feeding","Right Breast","17-Sep-2020 10:10","17-Sep-2020 10:20",""
"Feeding","Left Breast","17-Sep-2020 09:08","17-Sep-2020 09:14",""
"Sleep","","17-Sep-2020 07:50","17-Sep-2020 09:05",""
"Feeding","Right Breast","17-Sep-2020 07:43","17-Sep-2020 07:50",""
"Sleep","","17-Sep-2020 06:52","17-Sep-2020 07:43",""
"Feeding","Left Breast","17-Sep-2020 05:53","17-Sep-2020 06:00",""
"Sleep","","17-Sep-2020 02:52","17-Sep-2020 05:53",""
"Feeding","Right Breast","17-Sep-2020 02:43","17-Sep-2020 02:51",""
"Sleep","","17-Sep-2020 00:44","17-Sep-2020 02:42",""
"Feeding","Left Breast","17-Sep-2020 00:36","17-Sep-2020 00:42",""
"Sleep","","16-Sep-2020 23:10","17-Sep-2020 00:36",""
"Sleep","","16-Sep-2020 22:29","16-Sep-2020 23:10",""
"Feeding","Right Breast","16-Sep-2020 22:16","16-Sep-2020 22:26",""
"Sleep","","16-Sep-2020 21:35","16-Sep-2020 22:18",""
"Feeding","Left Breast","16-Sep-2020 20:51","16-Sep-2020 20:59",""
"Feeding","Right Breast","16-Sep-2020 20:08","16-Sep-2020 20:16",""
"Sleep","","16-Sep-2020 18:24","16-Sep-2020 20:08",""
"Sleep","","16-Sep-2020 17:46","16-Sep-2020 18:24",""
"Feeding","Left Breast","16-Sep-2020 17:36","16-Sep-2020 17:46",""
"Sleep","","16-Sep-2020 16:22","16-Sep-2020 17:36",""
"Feeding","Right Breast","16-Sep-2020 16:02","16-Sep-2020 16:16",""
"Feeding","Left Breast","16-Sep-2020 14:38","16-Sep-2020 14:44",""
"Sleep","","16-Sep-2020 13:30","16-Sep-2020 14:30",""
"Feeding","Right Breast","16-Sep-2020 13:16","16-Sep-2020 13:28",""
"Feeding","Left Breast","16-Sep-2020 12:11","16-Sep-2020 12:16",""
"Sleep","","16-Sep-2020 11:02","16-Sep-2020 12:07",""
"Feeding","Right Breast","16-Sep-2020 10:48","16-Sep-2020 11:02",""
"Feeding","Left Breast","16-Sep-2020 09:05","16-Sep-2020 09:13",""
"Sleep","","16-Sep-2020 07:24","16-Sep-2020 09:04",""
"Feeding","Right Breast","16-Sep-2020 07:17","16-Sep-2020 07:24",""
"Sleep","","16-Sep-2020 05:42","16-Sep-2020 07:15",""
"Feeding","Left Breast","16-Sep-2020 05:32","16-Sep-2020 05:38",""
"Sleep","","16-Sep-2020 02:42","16-Sep-2020 05:32",""
"Feeding","Right Breast","16-Sep-2020 02:32","16-Sep-2020 02:39",""
"Sleep","","15-Sep-2020 23:06","16-Sep-2020 02:31",""
"Feeding","Left Breast","15-Sep-2020 22:31","15-Sep-2020 22:38",""
"Feeding","Right Breast","15-Sep-2020 20:54","15-Sep-2020 21:04",""
"Feeding","Left Breast","15-Sep-2020 19:54","15-Sep-2020 20:02",""
"Sleep","","15-Sep-2020 18:54","15-Sep-2020 19:29",""
"Growth","Height","15-Sep-2020 18:39","15-Sep-2020 18:39","56.5cm"
"Growth","Weight","15-Sep-2020 18:39","15-Sep-2020 18:39","5.4kg"
"Feeding","Right Breast","15-Sep-2020 18:03","15-Sep-2020 18:12",""
"Sleep","","15-Sep-2020 16:25","15-Sep-2020 18:06",""
"Feeding","Left Breast","15-Sep-2020 16:13","15-Sep-2020 16:23",""
"Sleep","","15-Sep-2020 15:46","15-Sep-2020 16:08",""
"Feeding","Right Breast","15-Sep-2020 14:35","15-Sep-2020 14:44",""
"Sleep","","15-Sep-2020 14:02","15-Sep-2020 14:20",""
"Feeding","Left Breast","15-Sep-2020 13:49","15-Sep-2020 13:54",""
"Feeding","Right Breast","15-Sep-2020 12:38","15-Sep-2020 12:48",""
"Sleep","","15-Sep-2020 11:07","15-Sep-2020 11:51",""
"Feeding","Left Breast","15-Sep-2020 11:03","15-Sep-2020 11:08",""
"Feeding","Right Breast","15-Sep-2020 10:25","15-Sep-2020 10:37",""
"Sleep","","15-Sep-2020 08:30","15-Sep-2020 10:00",""
"Feeding","Left Breast","15-Sep-2020 08:21","15-Sep-2020 08:30",""
"Sleep","","15-Sep-2020 06:16","15-Sep-2020 08:21",""
"Feeding","Right Breast","15-Sep-2020 06:05","15-Sep-2020 06:13",""
"Sleep","","15-Sep-2020 03:00","15-Sep-2020 06:05",""
"Feeding","Left Breast","15-Sep-2020 02:52","15-Sep-2020 02:55",""
"Feeding","Right Breast","15-Sep-2020 02:11","15-Sep-2020 02:14",""
"Feeding","Left Breast","15-Sep-2020 01:08","15-Sep-2020 01:16",""
"Sleep","","14-Sep-2020 21:53","15-Sep-2020 01:08",""
"Feeding","Right Breast","14-Sep-2020 21:33","14-Sep-2020 21:49",""
"Feeding","Left Breast","14-Sep-2020 20:13","14-Sep-2020 20:19",""
"Feeding","Right Breast","14-Sep-2020 18:52","14-Sep-2020 18:59",""
"Sleep","","14-Sep-2020 18:25","14-Sep-2020 18:52",""
"Sleep","","14-Sep-2020 18:09","14-Sep-2020 18:17",""
"Feeding","Left Breast","14-Sep-2020 17:10","14-Sep-2020 17:16",""
"Feeding","Right Breast","14-Sep-2020 16:07","14-Sep-2020 16:17",""
"Sleep","","14-Sep-2020 14:27","14-Sep-2020 16:06",""
"Feeding","Left Breast","14-Sep-2020 13:49","14-Sep-2020 13:55",""
"Feeding","Right Breast","14-Sep-2020 12:20","14-Sep-2020 12:35",""
"Feeding","Left Breast","14-Sep-2020 10:10","14-Sep-2020 10:13",""
"Feeding","Right Breast","14-Sep-2020 09:34","14-Sep-2020 09:40",""
"Sleep","","14-Sep-2020 08:46","14-Sep-2020 09:29",""
"Feeding","Left Breast","14-Sep-2020 07:48","14-Sep-2020 07:52",""
"Feeding","Right Breast","14-Sep-2020 07:18","14-Sep-2020 07:24",""
"Sleep","","14-Sep-2020 05:55","14-Sep-2020 07:17",""
"Feeding","Left Breast","14-Sep-2020 05:43","14-Sep-2020 05:47",""
"Feeding","Left Breast","14-Sep-2020 05:23","14-Sep-2020 05:25",""
"Feeding","Right Breast","14-Sep-2020 05:06","14-Sep-2020 05:12",""
"Sleep","","14-Sep-2020 02:49","14-Sep-2020 05:01",""
"Feeding","Left Breast","14-Sep-2020 02:39","14-Sep-2020 02:45",""
"Sleep","","13-Sep-2020 23:14","14-Sep-2020 02:38",""
"Feeding","Right Breast","13-Sep-2020 22:38","13-Sep-2020 22:45",""
"Feeding","Left Breast","13-Sep-2020 21:47","13-Sep-2020 22:00",""
"Sleep","","13-Sep-2020 21:06","13-Sep-2020 21:29",""
"Feeding","Right Breast","13-Sep-2020 20:55","13-Sep-2020 20:58",""
"Feeding","Left Breast","13-Sep-2020 19:54","13-Sep-2020 19:59",""
"Sleep","","13-Sep-2020 18:57","13-Sep-2020 19:33",""
"Feeding","Right Breast","13-Sep-2020 18:45","13-Sep-2020 18:52",""
"Sleep","","13-Sep-2020 17:55","13-Sep-2020 18:42",""
"Feeding","Left Breast","13-Sep-2020 17:21","13-Sep-2020 17:28",""
"Feeding","Right Breast","13-Sep-2020 16:12","13-Sep-2020 16:27",""
"Sleep","","13-Sep-2020 14:58","13-Sep-2020 15:55",""
"Feeding","Left Breast","13-Sep-2020 14:45","13-Sep-2020 14:50",""
"Sleep","","13-Sep-2020 14:10","13-Sep-2020 14:50",""
"Sleep","","13-Sep-2020 13:01","13-Sep-2020 14:10",""
"Feeding","Right Breast","13-Sep-2020 12:55","13-Sep-2020 13:02",""
"Sleep","","13-Sep-2020 12:07","13-Sep-2020 12:50",""
"Feeding","Left Breast","13-Sep-2020 11:45","13-Sep-2020 11:53",""
"Feeding","Right Breast","13-Sep-2020 10:11","13-Sep-2020 10:18",""
"Sleep","","13-Sep-2020 08:52","13-Sep-2020 09:33",""
"Feeding","Left Breast","13-Sep-2020 08:40","13-Sep-2020 08:52",""
"Feeding","Right Breast","13-Sep-2020 07:35","13-Sep-2020 07:42",""
"Sleep","","13-Sep-2020 05:48","13-Sep-2020 07:34",""
"Feeding","Left Breast","13-Sep-2020 05:39","13-Sep-2020 05:48",""
"Sleep","","13-Sep-2020 04:02","13-Sep-2020 05:37",""
"Feeding","Right Breast","13-Sep-2020 03:46","13-Sep-2020 04:00",""
"Sleep","","13-Sep-2020 01:15","13-Sep-2020 03:46",""
"Feeding","Left Breast","13-Sep-2020 01:05","13-Sep-2020 01:13",""
"Sleep","","12-Sep-2020 22:21","13-Sep-2020 00:57",""
"Feeding","Right Breast","12-Sep-2020 22:11","12-Sep-2020 22:21",""
"Sleep","","12-Sep-2020 21:11","12-Sep-2020 22:11",""
"Feeding","Left Breast","12-Sep-2020 20:53","12-Sep-2020 21:03",""
"Feeding","Right Breast","12-Sep-2020 20:08","12-Sep-2020 20:15",""
"Sleep","","12-Sep-2020 19:07","12-Sep-2020 19:35",""
"Sleep","","12-Sep-2020 18:55","12-Sep-2020 19:07",""
"Feeding","Left Breast","12-Sep-2020 18:53","12-Sep-2020 18:56",""
"Feeding","Right Breast","12-Sep-2020 18:19","12-Sep-2020 18:27",""
"Feeding","Left Breast","12-Sep-2020 17:37","12-Sep-2020 17:44",""
"Feeding","Right Breast","12-Sep-2020 15:43","12-Sep-2020 15:54",""
"Sleep","","12-Sep-2020 14:05","12-Sep-2020 15:34",""
"Feeding","Left Breast","12-Sep-2020 14:00","12-Sep-2020 14:04",""
"Sleep","","12-Sep-2020 13:00","12-Sep-2020 14:00",""
"Feeding","Right Breast","12-Sep-2020 12:33","12-Sep-2020 12:42",""
"Feeding","Left Breast","12-Sep-2020 11:58","12-Sep-2020 12:04",""
"Sleep","","12-Sep-2020 10:39","12-Sep-2020 11:43",""
"Feeding","Right Breast","12-Sep-2020 10:00","12-Sep-2020 10:08",""
"Feeding","Left Breast","12-Sep-2020 09:03","12-Sep-2020 09:09",""
"Sleep","","12-Sep-2020 06:39","12-Sep-2020 09:02",""
"Feeding","Left Breast","12-Sep-2020 06:28","12-Sep-2020 06:37",""
"Sleep","","12-Sep-2020 03:17","12-Sep-2020 06:28",""
"Feeding","Right Breast","12-Sep-2020 02:59","12-Sep-2020 03:05",""
"Feeding","Left Breast","12-Sep-2020 02:37","12-Sep-2020 02:41",""
"Sleep","","12-Sep-2020 01:16","12-Sep-2020 01:44",""
"Feeding","Right Breast","12-Sep-2020 01:15","12-Sep-2020 01:27",""
"Sleep","","11-Sep-2020 22:00","12-Sep-2020 01:15",""
"Feeding","Left Breast","11-Sep-2020 21:23","11-Sep-2020 21:27",""
"Feeding","Right Breast","11-Sep-2020 21:00","11-Sep-2020 21:08",""
"Feeding","Left Breast","11-Sep-2020 20:22","11-Sep-2020 20:28",""
"Feeding","Right Breast","11-Sep-2020 19:33","11-Sep-2020 19:38",""
"Feeding","Right Breast","11-Sep-2020 18:40","11-Sep-2020 18:50",""
"Sleep","","11-Sep-2020 15:55","11-Sep-2020 18:35",""
"Feeding","Left Breast","11-Sep-2020 15:46","11-Sep-2020 15:55",""
"Sleep","","11-Sep-2020 14:01","11-Sep-2020 15:46",""
"Feeding","Right Breast","11-Sep-2020 13:48","11-Sep-2020 13:58",""
"Feeding","Left Breast","11-Sep-2020 13:02","11-Sep-2020 13:08",""
"Feeding","Right Breast","11-Sep-2020 11:32","11-Sep-2020 11:48",""
"Sleep","","11-Sep-2020 10:13","11-Sep-2020 11:00",""
"Feeding","Left Breast","11-Sep-2020 10:08","11-Sep-2020 10:14",""
"Feeding","Right Breast","11-Sep-2020 08:42","11-Sep-2020 08:48",""
"Sleep","","11-Sep-2020 06:47","11-Sep-2020 08:40",""
"Feeding","Left Breast","11-Sep-2020 06:41","11-Sep-2020 06:45",""
"Sleep","","11-Sep-2020 05:53","11-Sep-2020 06:39",""
"Feeding","Right Breast","11-Sep-2020 05:42","11-Sep-2020 05:49",""
"Sleep","","11-Sep-2020 02:30","11-Sep-2020 05:42",""
"Feeding","Left Breast","11-Sep-2020 02:20","11-Sep-2020 02:25",""
"Feeding","Right Breast","11-Sep-2020 01:49","11-Sep-2020 01:54",""
"Sleep","","11-Sep-2020 00:00","11-Sep-2020 01:49",""
"Feeding","Left Breast","10-Sep-2020 22:52","10-Sep-2020 22:56",""
"Feeding","Right Breast","10-Sep-2020 22:23","10-Sep-2020 22:36",""
"Sleep","","10-Sep-2020 21:20","10-Sep-2020 22:23",""
"Feeding","Left Breast","10-Sep-2020 21:19","10-Sep-2020 21:26",""
"Feeding","Right Breast","10-Sep-2020 20:54","10-Sep-2020 21:00",""
"Sleep","","10-Sep-2020 19:29","10-Sep-2020 20:38",""
"Sleep","","10-Sep-2020 18:54","10-Sep-2020 19:21",""
"Feeding","Left Breast","10-Sep-2020 18:33","10-Sep-2020 18:41",""
"Feeding","Right Breast","10-Sep-2020 17:33","10-Sep-2020 17:42",""
"Feeding","Left Breast","10-Sep-2020 16:11","10-Sep-2020 16:16",""
"Sleep","","10-Sep-2020 15:32","10-Sep-2020 16:00",""
"Feeding","Right Breast","10-Sep-2020 15:12","10-Sep-2020 15:24",""
"Feeding","Left Breast","10-Sep-2020 13:50","10-Sep-2020 13:56",""
"Sleep","","10-Sep-2020 11:13","10-Sep-2020 13:49",""
"Feeding","Right Breast","10-Sep-2020 10:54","10-Sep-2020 11:00",""
"Sleep","","10-Sep-2020 10:05","10-Sep-2020 10:40",""
"Feeding","Right Breast","10-Sep-2020 09:23","10-Sep-2020 09:31",""
"Feeding","Left Breast","10-Sep-2020 08:01","10-Sep-2020 08:06",""
"Sleep","","10-Sep-2020 06:02","10-Sep-2020 08:00",""
"Feeding","Right Breast","10-Sep-2020 05:40","10-Sep-2020 05:48",""
"Sleep","","10-Sep-2020 03:55","10-Sep-2020 05:40",""
"Feeding","Left Breast","10-Sep-2020 03:43","10-Sep-2020 03:47",""
"Sleep","","10-Sep-2020 00:54","10-Sep-2020 03:43",""
"Feeding","Left Breast","10-Sep-2020 00:45","10-Sep-2020 00:50",""
"Feeding","Right Breast","10-Sep-2020 00:35","10-Sep-2020 00:39",""
"Sleep","","09-Sep-2020 21:28","10-Sep-2020 00:35",""
"Feeding","Left Breast","09-Sep-2020 21:08","09-Sep-2020 21:14",""
"Sleep","","09-Sep-2020 20:28","09-Sep-2020 20:40",""
"Feeding","Right Breast","09-Sep-2020 20:13","09-Sep-2020 20:20",""
"Feeding","Left Breast","09-Sep-2020 19:02","09-Sep-2020 19:06",""
"Sleep","","09-Sep-2020 18:01","09-Sep-2020 18:58",""
"Feeding","Right Breast","09-Sep-2020 17:10","09-Sep-2020 17:26",""
"Feeding","Left Breast","09-Sep-2020 15:41","09-Sep-2020 15:48",""
"Sleep","","09-Sep-2020 14:36","09-Sep-2020 15:40",""
"Feeding","Left Breast","09-Sep-2020 14:16","09-Sep-2020 14:23",""
"Feeding","Right Breast","09-Sep-2020 13:23","09-Sep-2020 13:24",""
"Feeding","Right Breast","09-Sep-2020 13:10","09-Sep-2020 13:16",""
"Sleep","","09-Sep-2020 10:32","09-Sep-2020 13:06",""
"Feeding","Left Breast","09-Sep-2020 10:26","09-Sep-2020 10:32",""
"Sleep","","09-Sep-2020 09:38","09-Sep-2020 10:26",""
"Feeding","Left Breast","09-Sep-2020 09:07","09-Sep-2020 09:18",""
"Feeding","Right Breast","09-Sep-2020 07:53","09-Sep-2020 07:58",""
"Sleep","","09-Sep-2020 06:18","09-Sep-2020 07:52",""
"Feeding","Left Breast","09-Sep-2020 06:04","09-Sep-2020 06:13",""
"Sleep","","09-Sep-2020 03:00","09-Sep-2020 06:04",""
"Feeding","Right Breast","09-Sep-2020 02:45","09-Sep-2020 02:54",""
"Sleep","","09-Sep-2020 00:09","09-Sep-2020 02:45",""
"Feeding","Left Breast","08-Sep-2020 23:51","08-Sep-2020 23:55",""
"Feeding","Right Breast","08-Sep-2020 23:01","08-Sep-2020 23:07",""
"Feeding","Left Breast","08-Sep-2020 22:35","08-Sep-2020 22:39",""
"Feeding","Right Breast","08-Sep-2020 21:55","08-Sep-2020 22:04",""
"Feeding","Left Breast","08-Sep-2020 20:19","08-Sep-2020 20:25",""
"Sleep","","08-Sep-2020 19:23","08-Sep-2020 19:54",""
"Feeding","Right Breast","08-Sep-2020 19:05","08-Sep-2020 19:10",""
"Sleep","","08-Sep-2020 18:10","08-Sep-2020 18:35",""
"Feeding","Left Breast","08-Sep-2020 18:03","08-Sep-2020 18:10",""
"Sleep","","08-Sep-2020 16:35","08-Sep-2020 18:02",""
"Sleep","","08-Sep-2020 16:27","08-Sep-2020 16:35",""
"Feeding","Right Breast","08-Sep-2020 16:14","08-Sep-2020 16:27",""
"Feeding","Left Breast","08-Sep-2020 14:41","08-Sep-2020 14:46",""
"Feeding","Right Breast","08-Sep-2020 13:42","08-Sep-2020 13:53",""
"Sleep","","08-Sep-2020 10:55","08-Sep-2020 13:42",""
"Feeding","Left Breast","08-Sep-2020 10:49","08-Sep-2020 10:55",""
"Sleep","","08-Sep-2020 09:30","08-Sep-2020 10:30",""
"Feeding","Right Breast","08-Sep-2020 09:06","08-Sep-2020 09:10",""
"Sleep","","08-Sep-2020 07:44","08-Sep-2020 09:04",""
"Feeding","Left Breast","08-Sep-2020 07:37","08-Sep-2020 07:44",""
"Sleep","","08-Sep-2020 06:40","08-Sep-2020 07:36",""
"Sleep","","08-Sep-2020 05:39","08-Sep-2020 06:30",""
"Feeding","Left Breast","08-Sep-2020 05:31","08-Sep-2020 05:39",""
"Feeding","Right Breast","08-Sep-2020 05:09","08-Sep-2020 05:16",""
"Sleep","","08-Sep-2020 00:02","08-Sep-2020 05:09",""
"Feeding","Left Breast","07-Sep-2020 23:44","07-Sep-2020 23:54",""
"Feeding","Right Breast","07-Sep-2020 23:02","07-Sep-2020 23:20",""
"Feeding","Left Breast","07-Sep-2020 21:44","07-Sep-2020 21:51",""
"Sleep","","07-Sep-2020 21:06","07-Sep-2020 21:31",""
"Sleep","","07-Sep-2020 20:45","07-Sep-2020 21:06",""
"Feeding","Right Breast","07-Sep-2020 19:56","07-Sep-2020 20:06",""
"Feeding","Right Breast","07-Sep-2020 19:05","07-Sep-2020 19:12",""
"Sleep","","07-Sep-2020 18:12","07-Sep-2020 18:44",""
"Feeding","Left Breast","07-Sep-2020 17:40","07-Sep-2020 17:47",""
"Sleep","","07-Sep-2020 16:47","07-Sep-2020 17:10",""
"Feeding","Right Breast","07-Sep-2020 16:34","07-Sep-2020 16:43",""
"Sleep","","07-Sep-2020 15:13","07-Sep-2020 16:33",""
"Sleep","","07-Sep-2020 14:28","07-Sep-2020 15:13",""
"Feeding","Left Breast","07-Sep-2020 14:24","07-Sep-2020 14:29",""
"Feeding","Right Breast","07-Sep-2020 13:08","07-Sep-2020 13:14",""
"Feeding","Left Breast","07-Sep-2020 11:56","07-Sep-2020 12:07",""
"Sleep","","07-Sep-2020 10:50","07-Sep-2020 11:43",""
"Feeding","Right Breast","07-Sep-2020 09:36","07-Sep-2020 09:42",""
"Feeding","Left Breast","07-Sep-2020 08:11","07-Sep-2020 08:17",""
"Sleep","","07-Sep-2020 06:50","07-Sep-2020 08:10",""
"Feeding","Right Breast","07-Sep-2020 06:00","07-Sep-2020 06:06",""
"Sleep","","07-Sep-2020 03:43","07-Sep-2020 06:00",""
"Feeding","Left Breast","07-Sep-2020 03:21","07-Sep-2020 03:34",""
"Sleep","","07-Sep-2020 00:20","07-Sep-2020 03:22",""
"Feeding","Right Breast","07-Sep-2020 00:18","07-Sep-2020 00:21",""
"Feeding","Left Breast","06-Sep-2020 23:25","06-Sep-2020 23:33",""
"Feeding","Right Breast","06-Sep-2020 21:52","06-Sep-2020 22:05",""
"Sleep","","06-Sep-2020 20:40","06-Sep-2020 21:53",""
"Feeding","Left Breast","06-Sep-2020 20:29","06-Sep-2020 20:41",""
"Sleep","","06-Sep-2020 19:39","06-Sep-2020 20:28",""
"Sleep","","06-Sep-2020 19:07","06-Sep-2020 19:11",""
"Feeding","Right Breast","06-Sep-2020 18:59","06-Sep-2020 19:04",""
"Sleep","","06-Sep-2020 18:42","06-Sep-2020 18:58",""
"Feeding","Left Breast","06-Sep-2020 18:20","06-Sep-2020 18:24",""
"Feeding","Left Breast","06-Sep-2020 17:38","06-Sep-2020 17:43",""
"Feeding","Right Breast","06-Sep-2020 17:08","06-Sep-2020 17:12",""
"Feeding","Left Breast","06-Sep-2020 16:26","06-Sep-2020 16:32",""
"Sleep","","06-Sep-2020 16:02","06-Sep-2020 17:02",""
"Feeding","Right Breast","06-Sep-2020 14:54","06-Sep-2020 15:03",""
"Sleep","","06-Sep-2020 13:57","06-Sep-2020 14:28",""
"Feeding","Left Breast","06-Sep-2020 12:48","06-Sep-2020 12:57",""
"Feeding","Right Breast","06-Sep-2020 11:56","06-Sep-2020 12:02",""
